,Problem,Alg_name,Iteration,Evaluations,Objectives,n_variables,xl,xu,exec_time,approx_nadir,solutions_shape,pop_size,path,image_location
193,SK2,NSGA3,200,8000,2,4,[-10. -10. -10. -10.],[10. 10. 10. 10.],1.0859389305114746,[12.54792186 -0.12416745],49,40,/home/582/ow6835/MOOP/Result/SK2/NSGA3_SK2_4/SK2_NSGA3_Iteration-200_Obj-2_Var-4.feaf9aed-da85-475a-bdfa-ab0d2b411c10,/home/582/ow6835/MOOP/Result/Images/SK2/NSGA3_SK2Var-4/SK2_NSGA3_Iteration-200_Obj-2_Var-4_Pop_size40
194,SK2,NSGA3,200,20000,2,4,[-10. -10. -10. -10.],[10. 10. 10. 10.],2.1633410453796387,[13.24258844  0.413009  ],111,100,/home/582/ow6835/MOOP/Result/SK2/NSGA3_SK2_4/SK2_NSGA3_Iteration-200_Obj-2_Var-4.80833c46-e8b0-45c7-878d-f18a21581bd7,/home/582/ow6835/MOOP/Result/Images/SK2/NSGA3_SK2Var-4/SK2_NSGA3_Iteration-200_Obj-2_Var-4_Pop_size100
195,LTDZ1,AGNOMEN,1000,100000,3,3,[0 0 0],[1 1 1],43.61107635498047,[-1.97592983 -1.96248756 -2.        ],100,40,/home/582/ow6835/MOOP/Result/LTDZ1/AGNOMEN_LTDZ1_3/LTDZ1_AGNOMEN_Iteration-1000_Obj-3_Var-3.c0aa6aa2-2d80-4c26-822f-492e6f7d76f4,/home/582/ow6835/MOOP/Result/Images/LTDZ1/AGNOMEN_LTDZ1Var-3/LTDZ1_AGNOMEN_Iteration-1000_Obj-3_Var-3_Pop_size40
196,SK2,NSGA3,500,20000,2,4,[-10. -10. -10. -10.],[10. 10. 10. 10.],2.7374017238616943,[10.3609572  -0.51150646],44,40,/home/582/ow6835/MOOP/Result/SK2/NSGA3_SK2_4/SK2_NSGA3_Iteration-500_Obj-2_Var-4.236aa7ab-0b78-42f9-9f0c-e6a675e6c849,/home/582/ow6835/MOOP/Result/Images/SK2/NSGA3_SK2Var-4/SK2_NSGA3_Iteration-500_Obj-2_Var-4_Pop_size40
197,LTDZ1,AGNOMEN,1000,100000,3,3,[0 0 0],[1 1 1],43.59330320358277,[-1.97592983 -1.96248756 -2.        ],100,100,/home/582/ow6835/MOOP/Result/LTDZ1/AGNOMEN_LTDZ1_3/LTDZ1_AGNOMEN_Iteration-1000_Obj-3_Var-3.6e87b451-ae3d-4164-a842-b4321925b065,/home/582/ow6835/MOOP/Result/Images/LTDZ1/AGNOMEN_LTDZ1Var-3/LTDZ1_AGNOMEN_Iteration-1000_Obj-3_Var-3_Pop_size100
198,SK2,NSGA3,200,40000,2,4,[-10. -10. -10. -10.],[10. 10. 10. 10.],4.296155214309692,[33.38049273  0.63052733],224,200,/home/582/ow6835/MOOP/Result/SK2/NSGA3_SK2_4/SK2_NSGA3_Iteration-200_Obj-2_Var-4.8a448f25-91ac-4439-bc59-6fec5ff960bc,/home/582/ow6835/MOOP/Result/Images/SK2/NSGA3_SK2Var-4/SK2_NSGA3_Iteration-200_Obj-2_Var-4_Pop_size200
199,SK2,NSGA2,1000,40000,2,4,[-10. -10. -10. -10.],[10. 10. 10. 10.],4.8225812911987305,[16.07806756  0.6161894 ],40,40,/home/582/ow6835/MOOP/Result/SK2/NSGA2_SK2_4/SK2_NSGA2_Iteration-1000_Obj-2_Var-4.fd78f4ba-623d-49dd-bc91-e06cb82c25c3,/home/582/ow6835/MOOP/Result/Images/SK2/NSGA2_SK2Var-4/SK2_NSGA2_Iteration-1000_Obj-2_Var-4_Pop_size40
200,LTDZ1,AGNOMEN,1000,100000,3,3,[0 0 0],[1 1 1],46.383278608322144,[-1.97592983 -1.96248756 -2.        ],100,200,/home/582/ow6835/MOOP/Result/LTDZ1/AGNOMEN_LTDZ1_3/LTDZ1_AGNOMEN_Iteration-1000_Obj-3_Var-3.027773a9-0731-460f-84f0-4c1f7e816eca,/home/582/ow6835/MOOP/Result/Images/LTDZ1/AGNOMEN_LTDZ1Var-3/LTDZ1_AGNOMEN_Iteration-1000_Obj-3_Var-3_Pop_size200
201,SK2,NSGA3,100,4000,2,4,[-10. -10. -10. -10.],[10. 10. 10. 10.],0.5330088138580322,[10.2546973  -0.25751823],47,40,/home/582/ow6835/MOOP/Result/SK2/NSGA3_SK2_4/SK2_NSGA3_Iteration-100_Obj-2_Var-4.93a87eb0-1a30-45dc-87af-00635b2e4546,/home/582/ow6835/MOOP/Result/Images/SK2/NSGA3_SK2Var-4/SK2_NSGA3_Iteration-100_Obj-2_Var-4_Pop_size40
202,SK2,NSGA2,500,100000,2,4,[-10. -10. -10. -10.],[10. 10. 10. 10.],9.211299419403076,[34.11770577  0.6144522 ],200,200,/home/582/ow6835/MOOP/Result/SK2/NSGA2_SK2_4/SK2_NSGA2_Iteration-500_Obj-2_Var-4.1c2d87ac-e064-4f11-984c-9d69ccd7cf4a,/home/582/ow6835/MOOP/Result/Images/SK2/NSGA2_SK2Var-4/SK2_NSGA2_Iteration-500_Obj-2_Var-4_Pop_size200
203,SK2,NSGA3,100,10000,2,4,[-10. -10. -10. -10.],[10. 10. 10. 10.],1.1041290760040283,[32.65907229 -0.3321051 ],118,100,/home/582/ow6835/MOOP/Result/SK2/NSGA3_SK2_4/SK2_NSGA3_Iteration-100_Obj-2_Var-4.f5aa0ff2-90e8-4a8c-bcac-a269a3550168,/home/582/ow6835/MOOP/Result/Images/SK2/NSGA3_SK2Var-4/SK2_NSGA3_Iteration-100_Obj-2_Var-4_Pop_size100
204,LTDZ1,RNSGA2,500,50000,3,3,[0 0 0],[1 1 1],12.13043451309204,[-2.25683697 -2.10081517 -2.4503885 ],100,100,/home/582/ow6835/MOOP/Result/LTDZ1/RNSGA2_LTDZ1_3/LTDZ1_RNSGA2_Iteration-500_Obj-3_Var-3.19ac729d-02ac-4a14-b9e2-b596913feb15,/home/582/ow6835/MOOP/Result/Images/LTDZ1/RNSGA2_LTDZ1Var-3/LTDZ1_RNSGA2_Iteration-500_Obj-3_Var-3_Pop_size100
205,SK2,NSGA2,1000,100000,2,4,[-10. -10. -10. -10.],[10. 10. 10. 10.],9.948392868041992,[34.17558783  0.6134903 ],100,100,/home/582/ow6835/MOOP/Result/SK2/NSGA2_SK2_4/SK2_NSGA2_Iteration-1000_Obj-2_Var-4.dd2653f4-27ac-4bf3-b05f-521f032c6448,/home/582/ow6835/MOOP/Result/Images/SK2/NSGA2_SK2Var-4/SK2_NSGA2_Iteration-1000_Obj-2_Var-4_Pop_size100
206,LTDZ1,RNSGA2,1000,40000,3,3,[0 0 0],[1 1 1],10.48976182937622,[-2.20098742 -2.25957575 -2.00885749],40,40,/home/582/ow6835/MOOP/Result/LTDZ1/RNSGA2_LTDZ1_3/LTDZ1_RNSGA2_Iteration-1000_Obj-3_Var-3.5665b1a5-80d2-4e4a-a3dd-03b9aae7d65f,/home/582/ow6835/MOOP/Result/Images/LTDZ1/RNSGA2_LTDZ1Var-3/LTDZ1_RNSGA2_Iteration-1000_Obj-3_Var-3_Pop_size40
207,SK2,AGNOMEN,100,10000,2,4,[-10. -10. -10. -10.],[10. 10. 10. 10.],2.267556667327881,[34.34190415  0.61172012],100,200,/home/582/ow6835/MOOP/Result/SK2/AGNOMEN_SK2_4/SK2_AGNOMEN_Iteration-100_Obj-2_Var-4.13f2fe7e-94a3-44c6-84b3-39e6ff3e0632,/home/582/ow6835/MOOP/Result/Images/SK2/AGNOMEN_SK2Var-4/SK2_AGNOMEN_Iteration-100_Obj-2_Var-4_Pop_size200
208,SK2,AGNOMEN,100,10000,2,4,[-10. -10. -10. -10.],[10. 10. 10. 10.],2.2425076961517334,[34.34190415  0.61172012],100,100,/home/582/ow6835/MOOP/Result/SK2/AGNOMEN_SK2_4/SK2_AGNOMEN_Iteration-100_Obj-2_Var-4.a7b678dd-6050-4c40-a19a-78d2f0c200c1,/home/582/ow6835/MOOP/Result/Images/SK2/AGNOMEN_SK2Var-4/SK2_AGNOMEN_Iteration-100_Obj-2_Var-4_Pop_size100
209,SK2,AGNOMEN,200,20000,2,4,[-10. -10. -10. -10.],[10. 10. 10. 10.],4.757332801818848,[34.11541779  0.60858242],100,100,/home/582/ow6835/MOOP/Result/SK2/AGNOMEN_SK2_4/SK2_AGNOMEN_Iteration-200_Obj-2_Var-4.0fc9acd0-b41d-4460-8f57-baf327c5ef3b,/home/582/ow6835/MOOP/Result/Images/SK2/AGNOMEN_SK2Var-4/SK2_AGNOMEN_Iteration-200_Obj-2_Var-4_Pop_size100
210,SK2,AGNOMEN,100,10000,2,4,[-10. -10. -10. -10.],[10. 10. 10. 10.],2.3237247467041016,[34.34190415  0.61172012],100,40,/home/582/ow6835/MOOP/Result/SK2/AGNOMEN_SK2_4/SK2_AGNOMEN_Iteration-100_Obj-2_Var-4.933069dc-aed6-433f-bdd2-3c1fc887e466,/home/582/ow6835/MOOP/Result/Images/SK2/AGNOMEN_SK2Var-4/SK2_AGNOMEN_Iteration-100_Obj-2_Var-4_Pop_size40
211,SK2,AGNOMEN,200,20000,2,4,[-10. -10. -10. -10.],[10. 10. 10. 10.],4.702647686004639,[34.11541779  0.60858242],100,40,/home/582/ow6835/MOOP/Result/SK2/AGNOMEN_SK2_4/SK2_AGNOMEN_Iteration-200_Obj-2_Var-4.a75eb7e0-6e5c-419e-ba0c-cc2579bd6d0e,/home/582/ow6835/MOOP/Result/Images/SK2/AGNOMEN_SK2Var-4/SK2_AGNOMEN_Iteration-200_Obj-2_Var-4_Pop_size40
212,SK2,AGNOMEN,200,20000,2,4,[-10. -10. -10. -10.],[10. 10. 10. 10.],5.631060123443604,[34.11541779  0.60858242],100,200,/home/582/ow6835/MOOP/Result/SK2/AGNOMEN_SK2_4/SK2_AGNOMEN_Iteration-200_Obj-2_Var-4.6544266f-1e14-4c30-8d3c-49fd203ef387,/home/582/ow6835/MOOP/Result/Images/SK2/AGNOMEN_SK2Var-4/SK2_AGNOMEN_Iteration-200_Obj-2_Var-4_Pop_size200
213,SK2,NSGA2,1000,200000,2,4,[-10. -10. -10. -10.],[10. 10. 10. 10.],18.812578678131104,[34.12062303  0.61604887],200,200,/home/582/ow6835/MOOP/Result/SK2/NSGA2_SK2_4/SK2_NSGA2_Iteration-1000_Obj-2_Var-4.273b4647-afbe-402d-b555-d290038dccab,/home/582/ow6835/MOOP/Result/Images/SK2/NSGA2_SK2Var-4/SK2_NSGA2_Iteration-1000_Obj-2_Var-4_Pop_size200
214,LTDZ1,RNSGA2,1000,100000,3,3,[0 0 0],[1 1 1],23.53507113456726,[-2.11105116 -2.17357104 -2.32719055],100,100,/home/582/ow6835/MOOP/Result/LTDZ1/RNSGA2_LTDZ1_3/LTDZ1_RNSGA2_Iteration-1000_Obj-3_Var-3.119617cb-4548-4d09-b6be-93bcf7fde073,/home/582/ow6835/MOOP/Result/Images/LTDZ1/RNSGA2_LTDZ1Var-3/LTDZ1_RNSGA2_Iteration-1000_Obj-3_Var-3_Pop_size100
215,SK2,NSGA3,500,50000,2,4,[-10. -10. -10. -10.],[10. 10. 10. 10.],5.759639263153076,[14.71526307 -0.12484739],113,100,/home/582/ow6835/MOOP/Result/SK2/NSGA3_SK2_4/SK2_NSGA3_Iteration-500_Obj-2_Var-4.23184208-c965-4c7a-9da4-34680307ecf8,/home/582/ow6835/MOOP/Result/Images/SK2/NSGA3_SK2Var-4/SK2_NSGA3_Iteration-500_Obj-2_Var-4_Pop_size100
216,SK2,AGNOMEN,500,50000,2,4,[-10. -10. -10. -10.],[10. 10. 10. 10.],13.232460737228394,[34.18231851  0.61664655],100,100,/home/582/ow6835/MOOP/Result/SK2/AGNOMEN_SK2_4/SK2_AGNOMEN_Iteration-500_Obj-2_Var-4.0acd085d-e099-4c90-8bb3-7a47b88183d1,/home/582/ow6835/MOOP/Result/Images/SK2/AGNOMEN_SK2Var-4/SK2_AGNOMEN_Iteration-500_Obj-2_Var-4_Pop_size100
217,SK2,NSGA3,1000,40000,2,4,[-10. -10. -10. -10.],[10. 10. 10. 10.],5.659314155578613,[12.62291835 -0.37825858],52,40,/home/582/ow6835/MOOP/Result/SK2/NSGA3_SK2_4/SK2_NSGA3_Iteration-1000_Obj-2_Var-4.b4531859-b603-4db4-897f-4b6dcb954c0b,/home/582/ow6835/MOOP/Result/Images/SK2/NSGA3_SK2Var-4/SK2_NSGA3_Iteration-1000_Obj-2_Var-4_Pop_size40
218,LTDZ1,RNSGA2,500,100000,3,3,[0 0 0],[1 1 1],27.983052253723145,[-2.06385739 -2.34470312 -2.42635042],200,200,/home/582/ow6835/MOOP/Result/LTDZ1/RNSGA2_LTDZ1_3/LTDZ1_RNSGA2_Iteration-500_Obj-3_Var-3.a454beb3-a802-4788-9c2d-2faf81c1c8c6,/home/582/ow6835/MOOP/Result/Images/LTDZ1/RNSGA2_LTDZ1Var-3/LTDZ1_RNSGA2_Iteration-500_Obj-3_Var-3_Pop_size200
219,SK2,AGNOMEN,500,50000,2,4,[-10. -10. -10. -10.],[10. 10. 10. 10.],13.603090286254885,[34.18231851  0.61664655],100,200,/home/582/ow6835/MOOP/Result/SK2/AGNOMEN_SK2_4/SK2_AGNOMEN_Iteration-500_Obj-2_Var-4.49b78159-d70a-425a-965e-601090913f57,/home/582/ow6835/MOOP/Result/Images/SK2/AGNOMEN_SK2Var-4/SK2_AGNOMEN_Iteration-500_Obj-2_Var-4_Pop_size200
220,SK2,AGNOMEN,500,50000,2,4,[-10. -10. -10. -10.],[10. 10. 10. 10.],14.061337232589722,[34.18231851  0.61664655],100,40,/home/582/ow6835/MOOP/Result/SK2/AGNOMEN_SK2_4/SK2_AGNOMEN_Iteration-500_Obj-2_Var-4.8f45264d-25b4-4ef3-b967-07835110edc1,/home/582/ow6835/MOOP/Result/Images/SK2/AGNOMEN_SK2Var-4/SK2_AGNOMEN_Iteration-500_Obj-2_Var-4_Pop_size40
221,SK2,NSGA3,500,100000,2,4,[-10. -10. -10. -10.],[10. 10. 10. 10.],11.70881724357605,[36.39734822  0.20728791],216,200,/home/582/ow6835/MOOP/Result/SK2/NSGA3_SK2_4/SK2_NSGA3_Iteration-500_Obj-2_Var-4.ee1aaa5f-3cd7-4484-90de-9b8e16894a3d,/home/582/ow6835/MOOP/Result/Images/SK2/NSGA3_SK2Var-4/SK2_NSGA3_Iteration-500_Obj-2_Var-4_Pop_size200
222,SK2,NSGA3,1000,100000,2,4,[-10. -10. -10. -10.],[10. 10. 10. 10.],11.904006481170654,[13.82534489  0.39242779],118,100,/home/582/ow6835/MOOP/Result/SK2/NSGA3_SK2_4/SK2_NSGA3_Iteration-1000_Obj-2_Var-4.4e826011-400f-4153-9635-0414dc469482,/home/582/ow6835/MOOP/Result/Images/SK2/NSGA3_SK2Var-4/SK2_NSGA3_Iteration-1000_Obj-2_Var-4_Pop_size100
223,SK2,RNSGA2,200,8000,2,4,[-10. -10. -10. -10.],[10. 10. 10. 10.],1.6121954917907717,[-0.82760902  0.42862415],40,40,/home/582/ow6835/MOOP/Result/SK2/RNSGA2_SK2_4/SK2_RNSGA2_Iteration-200_Obj-2_Var-4.eff262ad-17ff-4364-9fe5-7b96e863842d,/home/582/ow6835/MOOP/Result/Images/SK2/RNSGA2_SK2Var-4/SK2_RNSGA2_Iteration-200_Obj-2_Var-4_Pop_size40
224,SK2,RNSGA2,100,10000,2,4,[-10. -10. -10. -10.],[10. 10. 10. 10.],1.7873120307922363,[-1.30711214  0.58270637],100,100,/home/582/ow6835/MOOP/Result/SK2/RNSGA2_SK2_4/SK2_RNSGA2_Iteration-100_Obj-2_Var-4.09761dac-1464-485b-bfd2-252c90b1bb72,/home/582/ow6835/MOOP/Result/Images/SK2/RNSGA2_SK2Var-4/SK2_RNSGA2_Iteration-100_Obj-2_Var-4_Pop_size100
225,SK2,RNSGA2,100,20000,2,4,[-10. -10. -10. -10.],[10. 10. 10. 10.],3.996059656143189,[3.54421257 0.6104013 ],200,200,/home/582/ow6835/MOOP/Result/SK2/RNSGA2_SK2_4/SK2_RNSGA2_Iteration-100_Obj-2_Var-4.94a57222-65b0-494e-93d5-35bb3118ac18,/home/582/ow6835/MOOP/Result/Images/SK2/RNSGA2_SK2Var-4/SK2_RNSGA2_Iteration-100_Obj-2_Var-4_Pop_size200
226,SK2,RNSGA2,500,20000,2,4,[-10. -10. -10. -10.],[10. 10. 10. 10.],4.051093578338623,[1.44885177 0.50510278],40,40,/home/582/ow6835/MOOP/Result/SK2/RNSGA2_SK2_4/SK2_RNSGA2_Iteration-500_Obj-2_Var-4.0910249d-6f6c-4c0a-89ab-55253d67d739,/home/582/ow6835/MOOP/Result/Images/SK2/RNSGA2_SK2Var-4/SK2_RNSGA2_Iteration-500_Obj-2_Var-4_Pop_size40
227,SK2,RNSGA2,100,4000,2,4,[-10. -10. -10. -10.],[10. 10. 10. 10.],0.7830963134765625,[0.1581905  0.54476712],40,40,/home/582/ow6835/MOOP/Result/SK2/RNSGA2_SK2_4/SK2_RNSGA2_Iteration-100_Obj-2_Var-4.46edad11-d2bb-4ad2-aa6f-249aa4787c14,/home/582/ow6835/MOOP/Result/Images/SK2/RNSGA2_SK2Var-4/SK2_RNSGA2_Iteration-100_Obj-2_Var-4_Pop_size40
228,SK2,AGNOMEN,1000,100000,2,4,[-10. -10. -10. -10.],[10. 10. 10. 10.],27.32894778251648,[34.13382016  0.61480822],100,40,/home/582/ow6835/MOOP/Result/SK2/AGNOMEN_SK2_4/SK2_AGNOMEN_Iteration-1000_Obj-2_Var-4.2a147b0a-851b-4c9d-9b0c-1072c074b9ef,/home/582/ow6835/MOOP/Result/Images/SK2/AGNOMEN_SK2Var-4/SK2_AGNOMEN_Iteration-1000_Obj-2_Var-4_Pop_size40
229,SK2,RNSGA2,200,40000,2,4,[-10. -10. -10. -10.],[10. 10. 10. 10.],8.129287958145142,[-0.37561018  0.60849001],200,200,/home/582/ow6835/MOOP/Result/SK2/RNSGA2_SK2_4/SK2_RNSGA2_Iteration-200_Obj-2_Var-4.ea807657-b611-4ac3-ae59-549d88bd6add,/home/582/ow6835/MOOP/Result/Images/SK2/RNSGA2_SK2Var-4/SK2_RNSGA2_Iteration-200_Obj-2_Var-4_Pop_size200
230,SK2,RNSGA2,200,20000,2,4,[-10. -10. -10. -10.],[10. 10. 10. 10.],3.5312047004699707,[1.84748212 0.61359502],100,100,/home/582/ow6835/MOOP/Result/SK2/RNSGA2_SK2_4/SK2_RNSGA2_Iteration-200_Obj-2_Var-4.77ca5f7d-a4fa-42a3-83e7-da4af7c463b3,/home/582/ow6835/MOOP/Result/Images/SK2/RNSGA2_SK2Var-4/SK2_RNSGA2_Iteration-200_Obj-2_Var-4_Pop_size100
231,SK2,RNSGA2,500,50000,2,4,[-10. -10. -10. -10.],[10. 10. 10. 10.],9.231249570846558,[1.22750229 0.6136365 ],100,100,/home/582/ow6835/MOOP/Result/SK2/RNSGA2_SK2_4/SK2_RNSGA2_Iteration-500_Obj-2_Var-4.52b05e45-2adc-4293-b9ae-eecd5bf83c4d,/home/582/ow6835/MOOP/Result/Images/SK2/RNSGA2_SK2Var-4/SK2_RNSGA2_Iteration-500_Obj-2_Var-4_Pop_size100
232,SK2,AGNOMEN,1000,100000,2,4,[-10. -10. -10. -10.],[10. 10. 10. 10.],29.719043493270878,[34.13382016  0.61480822],100,100,/home/582/ow6835/MOOP/Result/SK2/AGNOMEN_SK2_4/SK2_AGNOMEN_Iteration-1000_Obj-2_Var-4.45e01946-9756-4a56-a183-760846f3dd3c,/home/582/ow6835/MOOP/Result/Images/SK2/AGNOMEN_SK2Var-4/SK2_AGNOMEN_Iteration-1000_Obj-2_Var-4_Pop_size100
233,SK2,NSGA3,1000,200000,2,4,[-10. -10. -10. -10.],[10. 10. 10. 10.],22.93937849998474,[33.0788247   0.36235718],217,200,/home/582/ow6835/MOOP/Result/SK2/NSGA3_SK2_4/SK2_NSGA3_Iteration-1000_Obj-2_Var-4.af630db7-6fbb-429c-982f-88b246d57ef7,/home/582/ow6835/MOOP/Result/Images/SK2/NSGA3_SK2Var-4/SK2_NSGA3_Iteration-1000_Obj-2_Var-4_Pop_size200
234,SK2_TYPO,NSGA2,100,4000,2,4,[-10. -10. -10. -10.],[10. 10. 10. 10.],0.4538228511810303,[16.14154116  0.49907135],40,40,/home/582/ow6835/MOOP/Result/SK2_TYPO/NSGA2_SK2_TYPO_4/SK2_TYPO_NSGA2_Iteration-100_Obj-2_Var-4.2e87b86a-4383-4294-9837-9ad218fcbef8,/home/582/ow6835/MOOP/Result/Images/SK2_TYPO/NSGA2_SK2_TYPOVar-4/SK2_TYPO_NSGA2_Iteration-100_Obj-2_Var-4_Pop_size40
235,SK2_TYPO,NSGA2,100,10000,2,4,[-10. -10. -10. -10.],[10. 10. 10. 10.],0.8829658031463623,[16.59764501  0.39853047],100,100,/home/582/ow6835/MOOP/Result/SK2_TYPO/NSGA2_SK2_TYPO_4/SK2_TYPO_NSGA2_Iteration-100_Obj-2_Var-4.26423ad9-952f-4cf0-9e19-9533ecffdc64,/home/582/ow6835/MOOP/Result/Images/SK2_TYPO/NSGA2_SK2_TYPOVar-4/SK2_TYPO_NSGA2_Iteration-100_Obj-2_Var-4_Pop_size100
236,SK2_TYPO,NSGA2,100,20000,2,4,[-10. -10. -10. -10.],[10. 10. 10. 10.],1.6835596561431885,[16.56632571  0.43204538],200,200,/home/582/ow6835/MOOP/Result/SK2_TYPO/NSGA2_SK2_TYPO_4/SK2_TYPO_NSGA2_Iteration-100_Obj-2_Var-4.e1f044df-3ba8-4a25-8a91-a43a7d734a0c,/home/582/ow6835/MOOP/Result/Images/SK2_TYPO/NSGA2_SK2_TYPOVar-4/SK2_TYPO_NSGA2_Iteration-100_Obj-2_Var-4_Pop_size200
237,SK2_TYPO,NSGA2,200,8000,2,4,[-10. -10. -10. -10.],[10. 10. 10. 10.],0.9685256481170654,[16.74193241  0.4385896 ],40,40,/home/582/ow6835/MOOP/Result/SK2_TYPO/NSGA2_SK2_TYPO_4/SK2_TYPO_NSGA2_Iteration-200_Obj-2_Var-4.d0f6ad9c-82d5-4409-8e55-f7bd0bdddc8b,/home/582/ow6835/MOOP/Result/Images/SK2_TYPO/NSGA2_SK2_TYPOVar-4/SK2_TYPO_NSGA2_Iteration-200_Obj-2_Var-4_Pop_size40
238,SK2,AGNOMEN,1000,100000,2,4,[-10. -10. -10. -10.],[10. 10. 10. 10.],25.476667404174805,[34.13382016  0.61480822],100,200,/home/582/ow6835/MOOP/Result/SK2/AGNOMEN_SK2_4/SK2_AGNOMEN_Iteration-1000_Obj-2_Var-4.0fa843bf-d0d1-4fed-9da5-6630913335de,/home/582/ow6835/MOOP/Result/Images/SK2/AGNOMEN_SK2Var-4/SK2_AGNOMEN_Iteration-1000_Obj-2_Var-4_Pop_size200
239,SK2_TYPO,NSGA2,200,20000,2,4,[-10. -10. -10. -10.],[10. 10. 10. 10.],1.84656023979187,[16.8053425   0.43318041],100,100,/home/582/ow6835/MOOP/Result/SK2_TYPO/NSGA2_SK2_TYPO_4/SK2_TYPO_NSGA2_Iteration-200_Obj-2_Var-4.24f7e547-2bef-4095-bfa7-8b86ae9b9669,/home/582/ow6835/MOOP/Result/Images/SK2_TYPO/NSGA2_SK2_TYPOVar-4/SK2_TYPO_NSGA2_Iteration-200_Obj-2_Var-4_Pop_size100
240,SK2_TYPO,NSGA2,500,20000,2,4,[-10. -10. -10. -10.],[10. 10. 10. 10.],2.398845195770264,[16.58019571  0.42850044],40,40,/home/582/ow6835/MOOP/Result/SK2_TYPO/NSGA2_SK2_TYPO_4/SK2_TYPO_NSGA2_Iteration-500_Obj-2_Var-4.50cfa45e-276f-4237-9cb2-e4ff15aae556,/home/582/ow6835/MOOP/Result/Images/SK2_TYPO/NSGA2_SK2_TYPOVar-4/SK2_TYPO_NSGA2_Iteration-500_Obj-2_Var-4_Pop_size40
241,SK2_TYPO,NSGA2,500,50000,2,4,[-10. -10. -10. -10.],[10. 10. 10. 10.],4.770843744277954,[16.55957926  0.42112134],100,100,/home/582/ow6835/MOOP/Result/SK2_TYPO/NSGA2_SK2_TYPO_4/SK2_TYPO_NSGA2_Iteration-500_Obj-2_Var-4.3a087603-05d5-4bc4-af48-90c060ae4ad1,/home/582/ow6835/MOOP/Result/Images/SK2_TYPO/NSGA2_SK2_TYPOVar-4/SK2_TYPO_NSGA2_Iteration-500_Obj-2_Var-4_Pop_size100
242,SK2_TYPO,NSGA2,1000,40000,2,4,[-10. -10. -10. -10.],[10. 10. 10. 10.],4.845226287841797,[16.59320021  0.43317454],40,40,/home/582/ow6835/MOOP/Result/SK2_TYPO/NSGA2_SK2_TYPO_4/SK2_TYPO_NSGA2_Iteration-1000_Obj-2_Var-4.226bed38-3a18-49d5-9b02-c90562b16379,/home/582/ow6835/MOOP/Result/Images/SK2_TYPO/NSGA2_SK2_TYPOVar-4/SK2_TYPO_NSGA2_Iteration-1000_Obj-2_Var-4_Pop_size40
243,SK2_TYPO,NSGA2,200,40000,2,4,[-10. -10. -10. -10.],[10. 10. 10. 10.],3.761897563934326,[16.4711274   0.42833155],200,200,/home/582/ow6835/MOOP/Result/SK2_TYPO/NSGA2_SK2_TYPO_4/SK2_TYPO_NSGA2_Iteration-200_Obj-2_Var-4.d159148a-2654-416e-81ab-18c3ceba4d9c,/home/582/ow6835/MOOP/Result/Images/SK2_TYPO/NSGA2_SK2_TYPOVar-4/SK2_TYPO_NSGA2_Iteration-200_Obj-2_Var-4_Pop_size200
244,LTDZ1,RNSGA2,1000,200000,3,3,[0 0 0],[1 1 1],55.26357817649841,[-1.99754114 -2.57098521 -2.59418189],200,200,/home/582/ow6835/MOOP/Result/LTDZ1/RNSGA2_LTDZ1_3/LTDZ1_RNSGA2_Iteration-1000_Obj-3_Var-3.08761090-863c-4222-bea8-6460332540f8,/home/582/ow6835/MOOP/Result/Images/LTDZ1/RNSGA2_LTDZ1Var-3/LTDZ1_RNSGA2_Iteration-1000_Obj-3_Var-3_Pop_size200
245,SK2_TYPO,NSGA2,1000,100000,2,4,[-10. -10. -10. -10.],[10. 10. 10. 10.],10.134162902832031,[16.58932747  0.43159935],100,100,/home/582/ow6835/MOOP/Result/SK2_TYPO/NSGA2_SK2_TYPO_4/SK2_TYPO_NSGA2_Iteration-1000_Obj-2_Var-4.116b3fad-c3d6-470f-bb01-be5fe91d8254,/home/582/ow6835/MOOP/Result/Images/SK2_TYPO/NSGA2_SK2_TYPOVar-4/SK2_TYPO_NSGA2_Iteration-1000_Obj-2_Var-4_Pop_size100
246,SK2_TYPO,NSGA3,100,10000,2,4,[-10. -10. -10. -10.],[10. 10. 10. 10.],1.118239164352417,[ 1.50004123e+01 -3.52217965e-03],117,100,/home/582/ow6835/MOOP/Result/SK2_TYPO/NSGA3_SK2_TYPO_4/SK2_TYPO_NSGA3_Iteration-100_Obj-2_Var-4.14d960dd-e3b5-43b5-9a9d-4f31b21bac41,/home/582/ow6835/MOOP/Result/Images/SK2_TYPO/NSGA3_SK2_TYPOVar-4/SK2_TYPO_NSGA3_Iteration-100_Obj-2_Var-4_Pop_size100
247,SK2_TYPO,NSGA2,500,100000,2,4,[-10. -10. -10. -10.],[10. 10. 10. 10.],9.459327459335327,[16.63693417  0.4340238 ],200,200,/home/582/ow6835/MOOP/Result/SK2_TYPO/NSGA2_SK2_TYPO_4/SK2_TYPO_NSGA2_Iteration-500_Obj-2_Var-4.5582d6c4-728b-44b7-b0a3-ef4820eb3bfe,/home/582/ow6835/MOOP/Result/Images/SK2_TYPO/NSGA2_SK2_TYPOVar-4/SK2_TYPO_NSGA2_Iteration-500_Obj-2_Var-4_Pop_size200
