,Problem,Alg_name,Iteration,Evaluations,Objectives,n_variables,xl,xu,exec_time,approx_nadir,solutions_shape,pop_size,path,image_location
0,VU1,NSGA2,100,4000,2,2,[-3. -3.],[3. 3.],0.5560829639434814,[ 0.99999963 37.        ],40,40,/home/582/ow6835/MOOP/Result/VU1/NSGA2_VU1_2/VU1_NSGA2_Iteration-100_Obj-2_Var-2.e7f8a03d-766a-4b9e-8293-f1b647a27736,/home/582/ow6835/MOOP/Result/Images/VU1/NSGA2_VU1Var-2/VU1_NSGA2_Iteration-100_Obj-2_Var-2_Pop_size40
1,VU1,NSGA2,200,20000,2,2,[-3. -3.],[3. 3.],1.860492706298828,[ 0.9999999 37.       ],100,100,/home/582/ow6835/MOOP/Result/VU1/NSGA2_VU1_2/VU1_NSGA2_Iteration-200_Obj-2_Var-2.14557ac1-9d84-4674-9c39-26649fa28317,/home/582/ow6835/MOOP/Result/Images/VU1/NSGA2_VU1Var-2/VU1_NSGA2_Iteration-200_Obj-2_Var-2_Pop_size100
2,VU1,NSGA2,100,10000,2,2,[-3. -3.],[3. 3.],0.9931082725524902,[ 0.99999951 36.99998847],100,100,/home/582/ow6835/MOOP/Result/VU1/NSGA2_VU1_2/VU1_NSGA2_Iteration-100_Obj-2_Var-2.003d6ca6-ae51-42a5-adde-23ace7e0e9ea,/home/582/ow6835/MOOP/Result/Images/VU1/NSGA2_VU1Var-2/VU1_NSGA2_Iteration-100_Obj-2_Var-2_Pop_size100
3,VU1,NSGA2,200,40000,2,2,[-3. -3.],[3. 3.],4.098671197891235,[ 0.99999918 37.        ],200,200,/home/582/ow6835/MOOP/Result/VU1/NSGA2_VU1_2/VU1_NSGA2_Iteration-200_Obj-2_Var-2.f248fe85-829a-4eda-b66d-88aa9b7f50c7,/home/582/ow6835/MOOP/Result/Images/VU1/NSGA2_VU1Var-2/VU1_NSGA2_Iteration-200_Obj-2_Var-2_Pop_size200
4,VU1,NSGA2,200,8000,2,2,[-3. -3.],[3. 3.],0.9660775661468506,[ 1. 37.],40,40,/home/582/ow6835/MOOP/Result/VU1/NSGA2_VU1_2/VU1_NSGA2_Iteration-200_Obj-2_Var-2.398b836b-e6f8-45c0-82cd-4d9bc3891246,/home/582/ow6835/MOOP/Result/Images/VU1/NSGA2_VU1Var-2/VU1_NSGA2_Iteration-200_Obj-2_Var-2_Pop_size40
5,VU1,NSGA2,500,20000,2,2,[-3. -3.],[3. 3.],2.45374608039856,[ 1. 37.],40,40,/home/582/ow6835/MOOP/Result/VU1/NSGA2_VU1_2/VU1_NSGA2_Iteration-500_Obj-2_Var-2.7a87cc79-2022-4f08-8ae7-c13ca1b6bc5e,/home/582/ow6835/MOOP/Result/Images/VU1/NSGA2_VU1Var-2/VU1_NSGA2_Iteration-500_Obj-2_Var-2_Pop_size40
6,VU1,NSGA2,100,20000,2,2,[-3. -3.],[3. 3.],1.806649208068848,[ 0.99999317 36.9985695 ],200,200,/home/582/ow6835/MOOP/Result/VU1/NSGA2_VU1_2/VU1_NSGA2_Iteration-100_Obj-2_Var-2.39da15b6-c1dc-4e1a-87a2-062313c2a764,/home/582/ow6835/MOOP/Result/Images/VU1/NSGA2_VU1Var-2/VU1_NSGA2_Iteration-100_Obj-2_Var-2_Pop_size200
7,VU1,NSGA2,500,50000,2,2,[-3. -3.],[3. 3.],5.013775110244751,[ 0.9999999 37.       ],100,100,/home/582/ow6835/MOOP/Result/VU1/NSGA2_VU1_2/VU1_NSGA2_Iteration-500_Obj-2_Var-2.c0c34d55-ebd6-46f6-a2c7-9851b32e28d9,/home/582/ow6835/MOOP/Result/Images/VU1/NSGA2_VU1Var-2/VU1_NSGA2_Iteration-500_Obj-2_Var-2_Pop_size100
8,VU1,NSGA2,500,100000,2,2,[-3. -3.],[3. 3.],9.635913372039797,[ 0.99999984 37.        ],200,200,/home/582/ow6835/MOOP/Result/VU1/NSGA2_VU1_2/VU1_NSGA2_Iteration-500_Obj-2_Var-2.70826035-cc9d-4879-823a-fd0a61ae62e2,/home/582/ow6835/MOOP/Result/Images/VU1/NSGA2_VU1Var-2/VU1_NSGA2_Iteration-500_Obj-2_Var-2_Pop_size200
9,VU1,NSGA2,1000,40000,2,2,[-3. -3.],[3. 3.],4.902376413345337,[ 1. 37.],40,40,/home/582/ow6835/MOOP/Result/VU1/NSGA2_VU1_2/VU1_NSGA2_Iteration-1000_Obj-2_Var-2.ac9c594e-1a67-4943-879b-45ba9fb6583d,/home/582/ow6835/MOOP/Result/Images/VU1/NSGA2_VU1Var-2/VU1_NSGA2_Iteration-1000_Obj-2_Var-2_Pop_size40
10,VU1,NSGA3,200,8000,2,2,[-3. -3.],[3. 3.],1.209299087524414,[0.69377328 9.26195976],68,40,/home/582/ow6835/MOOP/Result/VU1/NSGA3_VU1_2/VU1_NSGA3_Iteration-200_Obj-2_Var-2.c3e84b6b-db52-4dc3-9ff5-17daceebff8d,/home/582/ow6835/MOOP/Result/Images/VU1/NSGA3_VU1Var-2/VU1_NSGA3_Iteration-200_Obj-2_Var-2_Pop_size40
11,VU1,NSGA3,100,10000,2,2,[-3. -3.],[3. 3.],1.2019522190093994,[ 0.99843598 19.88714891],139,100,/home/582/ow6835/MOOP/Result/VU1/NSGA3_VU1_2/VU1_NSGA3_Iteration-100_Obj-2_Var-2.ebfb2e02-6609-4222-b3a6-8ca7ed643db2,/home/582/ow6835/MOOP/Result/Images/VU1/NSGA3_VU1Var-2/VU1_NSGA3_Iteration-100_Obj-2_Var-2_Pop_size100
12,VU1,NSGA2,1000,100000,2,2,[-3. -3.],[3. 3.],9.994338989257812,[ 0.9999999 37.       ],100,100,/home/582/ow6835/MOOP/Result/VU1/NSGA2_VU1_2/VU1_NSGA2_Iteration-1000_Obj-2_Var-2.ba23a92b-fa37-43f2-a2be-955ae57a70a6,/home/582/ow6835/MOOP/Result/Images/VU1/NSGA2_VU1Var-2/VU1_NSGA2_Iteration-1000_Obj-2_Var-2_Pop_size100
13,VU1,NSGA3,100,20000,2,2,[-3. -3.],[3. 3.],2.369144916534424,[ 0.94950786 24.47827079],261,200,/home/582/ow6835/MOOP/Result/VU1/NSGA3_VU1_2/VU1_NSGA3_Iteration-100_Obj-2_Var-2.6b059b6a-178f-4cef-be89-4e254e5a7836,/home/582/ow6835/MOOP/Result/Images/VU1/NSGA3_VU1Var-2/VU1_NSGA3_Iteration-100_Obj-2_Var-2_Pop_size200
14,VU1,NSGA3,200,20000,2,2,[-3. -3.],[3. 3.],2.635666608810425,[ 0.87401113 22.69213277],138,100,/home/582/ow6835/MOOP/Result/VU1/NSGA3_VU1_2/VU1_NSGA3_Iteration-200_Obj-2_Var-2.6ac1ac90-9257-4432-baf1-b51749f0c234,/home/582/ow6835/MOOP/Result/Images/VU1/NSGA3_VU1Var-2/VU1_NSGA3_Iteration-200_Obj-2_Var-2_Pop_size100
15,VU1,NSGA3,100,4000,2,2,[-3. -3.],[3. 3.],0.6168966293334961,[ 0.96891831 13.47290251],55,40,/home/582/ow6835/MOOP/Result/VU1/NSGA3_VU1_2/VU1_NSGA3_Iteration-100_Obj-2_Var-2.10b3e346-0edd-481b-9272-1a14397524ac,/home/582/ow6835/MOOP/Result/Images/VU1/NSGA3_VU1Var-2/VU1_NSGA3_Iteration-100_Obj-2_Var-2_Pop_size40
16,VU1,NSGA2,1000,200000,2,2,[-3. -3.],[3. 3.],19.507292985916138,[ 0.99999999 37.        ],200,200,/home/582/ow6835/MOOP/Result/VU1/NSGA2_VU1_2/VU1_NSGA2_Iteration-1000_Obj-2_Var-2.c982e383-51c5-46ce-9f4b-9f8fccdc9c39,/home/582/ow6835/MOOP/Result/Images/VU1/NSGA2_VU1Var-2/VU1_NSGA2_Iteration-1000_Obj-2_Var-2_Pop_size200
17,VU1,RNSGA2,100,4000,2,2,[-3. -3.],[3. 3.],0.8871378898620605,[0.9990751  2.21368939],40,40,/home/582/ow6835/MOOP/Result/VU1/RNSGA2_VU1_2/VU1_RNSGA2_Iteration-100_Obj-2_Var-2.d6fbe345-0884-4287-88ed-c317c992592a,/home/582/ow6835/MOOP/Result/Images/VU1/RNSGA2_VU1Var-2/VU1_RNSGA2_Iteration-100_Obj-2_Var-2_Pop_size40
18,VU1,NSGA3,200,40000,2,2,[-3. -3.],[3. 3.],4.616697788238525,[ 0.99708013 25.09393455],242,200,/home/582/ow6835/MOOP/Result/VU1/NSGA3_VU1_2/VU1_NSGA3_Iteration-200_Obj-2_Var-2.a096fb91-ace7-49de-8c01-bea17aaee7c0,/home/582/ow6835/MOOP/Result/Images/VU1/NSGA3_VU1Var-2/VU1_NSGA3_Iteration-200_Obj-2_Var-2_Pop_size200
19,VU1,RNSGA2,100,10000,2,2,[-3. -3.],[3. 3.],2.064419984817505,[0.99964388 5.36707395],100,100,/home/582/ow6835/MOOP/Result/VU1/RNSGA2_VU1_2/VU1_RNSGA2_Iteration-100_Obj-2_Var-2.0f032b48-30bd-4dff-b047-f33bebfb9c40,/home/582/ow6835/MOOP/Result/Images/VU1/RNSGA2_VU1Var-2/VU1_RNSGA2_Iteration-100_Obj-2_Var-2_Pop_size100
20,VU1,AGNOMEN,100,10000,2,2,[-3. -3.],[3. 3.],3.2758097648620605,[ 0.99999272 36.99999997],100,40,/home/582/ow6835/MOOP/Result/VU1/AGNOMEN_VU1_2/VU1_AGNOMEN_Iteration-100_Obj-2_Var-2.00c36be3-2825-4ab8-92f1-f4d729ece8f6,/home/582/ow6835/MOOP/Result/Images/VU1/AGNOMEN_VU1Var-2/VU1_AGNOMEN_Iteration-100_Obj-2_Var-2_Pop_size40
21,VU1,AGNOMEN,100,10000,2,2,[-3. -3.],[3. 3.],3.3022241592407227,[ 0.99999272 36.99999997],100,200,/home/582/ow6835/MOOP/Result/VU1/AGNOMEN_VU1_2/VU1_AGNOMEN_Iteration-100_Obj-2_Var-2.334a63a1-77f9-4568-aae0-320fb5101801,/home/582/ow6835/MOOP/Result/Images/VU1/AGNOMEN_VU1Var-2/VU1_AGNOMEN_Iteration-100_Obj-2_Var-2_Pop_size200
22,VU1,AGNOMEN,100,10000,2,2,[-3. -3.],[3. 3.],3.2930550575256348,[ 0.99999272 36.99999997],100,100,/home/582/ow6835/MOOP/Result/VU1/AGNOMEN_VU1_2/VU1_AGNOMEN_Iteration-100_Obj-2_Var-2.91a56ff2-93e8-427c-a58d-965127bb5ff8,/home/582/ow6835/MOOP/Result/Images/VU1/AGNOMEN_VU1Var-2/VU1_AGNOMEN_Iteration-100_Obj-2_Var-2_Pop_size100
23,VU1,RNSGA2,100,20000,2,2,[-3. -3.],[3. 3.],4.944125652313232,[0.99991636 4.62627843],200,200,/home/582/ow6835/MOOP/Result/VU1/RNSGA2_VU1_2/VU1_RNSGA2_Iteration-100_Obj-2_Var-2.c4c6530d-a0ba-4024-9083-b0cb587616de,/home/582/ow6835/MOOP/Result/Images/VU1/RNSGA2_VU1Var-2/VU1_RNSGA2_Iteration-100_Obj-2_Var-2_Pop_size200
24,VU1,NSGA3,500,20000,2,2,[-3. -3.],[3. 3.],3.005704402923584,[0.79600775 9.65661581],57,40,/home/582/ow6835/MOOP/Result/VU1/NSGA3_VU1_2/VU1_NSGA3_Iteration-500_Obj-2_Var-2.e7960f17-ed00-4181-90cb-fafb13922719,/home/582/ow6835/MOOP/Result/Images/VU1/NSGA3_VU1Var-2/VU1_NSGA3_Iteration-500_Obj-2_Var-2_Pop_size40
25,VU1,AGNOMEN,200,20000,2,2,[-3. -3.],[3. 3.],6.663450241088867,[ 0.99999414 37.        ],100,100,/home/582/ow6835/MOOP/Result/VU1/AGNOMEN_VU1_2/VU1_AGNOMEN_Iteration-200_Obj-2_Var-2.e19e2621-d3e1-4120-a36a-7f72c2d5dac6,/home/582/ow6835/MOOP/Result/Images/VU1/AGNOMEN_VU1Var-2/VU1_AGNOMEN_Iteration-200_Obj-2_Var-2_Pop_size100
26,VU1,AGNOMEN,200,20000,2,2,[-3. -3.],[3. 3.],6.652166843414307,[ 0.99999414 37.        ],100,200,/home/582/ow6835/MOOP/Result/VU1/AGNOMEN_VU1_2/VU1_AGNOMEN_Iteration-200_Obj-2_Var-2.f7958aba-d919-433c-ab7a-1d12946f27e1,/home/582/ow6835/MOOP/Result/Images/VU1/AGNOMEN_VU1Var-2/VU1_AGNOMEN_Iteration-200_Obj-2_Var-2_Pop_size200
27,VU1,AGNOMEN,200,20000,2,2,[-3. -3.],[3. 3.],6.790743112564087,[ 0.99999414 37.        ],100,40,/home/582/ow6835/MOOP/Result/VU1/AGNOMEN_VU1_2/VU1_AGNOMEN_Iteration-200_Obj-2_Var-2.224fbca6-536b-4caa-80c2-cb26f701eda8,/home/582/ow6835/MOOP/Result/Images/VU1/AGNOMEN_VU1Var-2/VU1_AGNOMEN_Iteration-200_Obj-2_Var-2_Pop_size40
28,VU1,NSGA3,1000,40000,2,2,[-3. -3.],[3. 3.],7.598419189453125,[ 0.94314832 14.47877155],64,40,/home/582/ow6835/MOOP/Result/VU1/NSGA3_VU1_2/VU1_NSGA3_Iteration-1000_Obj-2_Var-2.42dca26f-a4d6-4233-ad2a-17ef3f60f455,/home/582/ow6835/MOOP/Result/Images/VU1/NSGA3_VU1Var-2/VU1_NSGA3_Iteration-1000_Obj-2_Var-2_Pop_size40
29,VU1,AGNOMEN,500,50000,2,2,[-3. -3.],[3. 3.],17.271965742111206,[ 0.9999995 37.       ],100,40,/home/582/ow6835/MOOP/Result/VU1/AGNOMEN_VU1_2/VU1_AGNOMEN_Iteration-500_Obj-2_Var-2.dfe18e8b-3767-4ef1-9a84-34d980350624,/home/582/ow6835/MOOP/Result/Images/VU1/AGNOMEN_VU1Var-2/VU1_AGNOMEN_Iteration-500_Obj-2_Var-2_Pop_size40
30,VU1,AGNOMEN,500,50000,2,2,[-3. -3.],[3. 3.],17.377793788909912,[ 0.9999995 37.       ],100,100,/home/582/ow6835/MOOP/Result/VU1/AGNOMEN_VU1_2/VU1_AGNOMEN_Iteration-500_Obj-2_Var-2.f5bd5482-eb93-4dd3-a1f5-d86c1348813a,/home/582/ow6835/MOOP/Result/Images/VU1/AGNOMEN_VU1Var-2/VU1_AGNOMEN_Iteration-500_Obj-2_Var-2_Pop_size100
31,VU1,AGNOMEN,500,50000,2,2,[-3. -3.],[3. 3.],17.200716733932495,[ 0.9999995 37.       ],100,200,/home/582/ow6835/MOOP/Result/VU1/AGNOMEN_VU1_2/VU1_AGNOMEN_Iteration-500_Obj-2_Var-2.172850bb-9805-46f4-a04a-c67603f17db4,/home/582/ow6835/MOOP/Result/Images/VU1/AGNOMEN_VU1Var-2/VU1_AGNOMEN_Iteration-500_Obj-2_Var-2_Pop_size200
32,VU1,RNSGA2,200,8000,2,2,[-3. -3.],[3. 3.],1.7821261882781982,[0.98947081 2.93193046],40,40,/home/582/ow6835/MOOP/Result/VU1/RNSGA2_VU1_2/VU1_RNSGA2_Iteration-200_Obj-2_Var-2.9c11197f-eb2d-43cb-b7bd-3e0fa9000670,/home/582/ow6835/MOOP/Result/Images/VU1/RNSGA2_VU1Var-2/VU1_RNSGA2_Iteration-200_Obj-2_Var-2_Pop_size40
33,VU1,NSGA3,500,50000,2,2,[-3. -3.],[3. 3.],6.352362155914307,[ 0.99773449 23.36377929],144,100,/home/582/ow6835/MOOP/Result/VU1/NSGA3_VU1_2/VU1_NSGA3_Iteration-500_Obj-2_Var-2.00562ed3-7496-424d-9aeb-07b1cde05bbf,/home/582/ow6835/MOOP/Result/Images/VU1/NSGA3_VU1Var-2/VU1_NSGA3_Iteration-500_Obj-2_Var-2_Pop_size100
34,VU1,RNSGA2,200,20000,2,2,[-3. -3.],[3. 3.],4.127971649169922,[0.99946008 3.71498472],100,100,/home/582/ow6835/MOOP/Result/VU1/RNSGA2_VU1_2/VU1_RNSGA2_Iteration-200_Obj-2_Var-2.3e6f2ae4-9204-48af-9d80-d2174dfe7943,/home/582/ow6835/MOOP/Result/Images/VU1/RNSGA2_VU1Var-2/VU1_RNSGA2_Iteration-200_Obj-2_Var-2_Pop_size100
35,VU1,RNSGA2,500,20000,2,2,[-3. -3.],[3. 3.],4.466981887817383,[0.9998741  2.33099141],40,40,/home/582/ow6835/MOOP/Result/VU1/RNSGA2_VU1_2/VU1_RNSGA2_Iteration-500_Obj-2_Var-2.2ec2d1f2-d63f-42b3-b926-a192f5e43a98,/home/582/ow6835/MOOP/Result/Images/VU1/RNSGA2_VU1Var-2/VU1_RNSGA2_Iteration-500_Obj-2_Var-2_Pop_size40
36,VU1,NSGA3,500,100000,2,2,[-3. -3.],[3. 3.],12.018689393997192,[ 0.83446877 22.66986468],255,200,/home/582/ow6835/MOOP/Result/VU1/NSGA3_VU1_2/VU1_NSGA3_Iteration-500_Obj-2_Var-2.a7eeaefe-2c5b-4ebe-a429-cdee4d189693,/home/582/ow6835/MOOP/Result/Images/VU1/NSGA3_VU1Var-2/VU1_NSGA3_Iteration-500_Obj-2_Var-2_Pop_size200
37,VU1,NSGA3,1000,100000,2,2,[-3. -3.],[3. 3.],15.547014713287354,[ 0.68916756 23.00906663],146,100,/home/582/ow6835/MOOP/Result/VU1/NSGA3_VU1_2/VU1_NSGA3_Iteration-1000_Obj-2_Var-2.4cdbd385-b6e4-4471-9700-4d2b4428cd9f,/home/582/ow6835/MOOP/Result/Images/VU1/NSGA3_VU1Var-2/VU1_NSGA3_Iteration-1000_Obj-2_Var-2_Pop_size100
38,VU1,RNSGA2,200,40000,2,2,[-3. -3.],[3. 3.],9.800032138824465,[0.99992537 5.05610682],200,200,/home/582/ow6835/MOOP/Result/VU1/RNSGA2_VU1_2/VU1_RNSGA2_Iteration-200_Obj-2_Var-2.76a14e72-98ab-430a-9cf3-9c889288d9c6,/home/582/ow6835/MOOP/Result/Images/VU1/RNSGA2_VU1Var-2/VU1_RNSGA2_Iteration-200_Obj-2_Var-2_Pop_size200
39,VU1,RNSGA2,500,50000,2,2,[-3. -3.],[3. 3.],10.533935070037842,[0.99970659 4.08754692],100,100,/home/582/ow6835/MOOP/Result/VU1/RNSGA2_VU1_2/VU1_RNSGA2_Iteration-500_Obj-2_Var-2.dcfd42e3-87ed-409c-aee7-94b195ec7fa2,/home/582/ow6835/MOOP/Result/Images/VU1/RNSGA2_VU1Var-2/VU1_RNSGA2_Iteration-500_Obj-2_Var-2_Pop_size100
40,VU2,NSGA2,100,4000,2,2,[-3. -3.],[3. 3.],0.4636895656585693,[-2.00003725  1.99999999],40,40,/home/582/ow6835/MOOP/Result/VU2/NSGA2_VU2_2/VU2_NSGA2_Iteration-100_Obj-2_Var-2.0f215996-1aff-43f1-93bc-2755310fa7d6,/home/582/ow6835/MOOP/Result/Images/VU2/NSGA2_VU2Var-2/VU2_NSGA2_Iteration-100_Obj-2_Var-2_Pop_size40
41,VU2,NSGA2,100,10000,2,2,[-3. -3.],[3. 3.],0.9140458106994628,[-1.99773087  2.        ],100,100,/home/582/ow6835/MOOP/Result/VU2/NSGA2_VU2_2/VU2_NSGA2_Iteration-100_Obj-2_Var-2.4fca6177-ab86-40d6-b08c-7ee530e1993e,/home/582/ow6835/MOOP/Result/Images/VU2/NSGA2_VU2Var-2/VU2_NSGA2_Iteration-100_Obj-2_Var-2_Pop_size100
42,VU2,NSGA2,200,8000,2,2,[-3. -3.],[3. 3.],0.971564769744873,[-2.00003725  2.        ],40,40,/home/582/ow6835/MOOP/Result/VU2/NSGA2_VU2_2/VU2_NSGA2_Iteration-200_Obj-2_Var-2.86fb61ee-33ae-42c5-997c-28e71cf0c917,/home/582/ow6835/MOOP/Result/Images/VU2/NSGA2_VU2Var-2/VU2_NSGA2_Iteration-200_Obj-2_Var-2_Pop_size40
43,VU2,NSGA2,100,20000,2,2,[-3. -3.],[3. 3.],1.85522723197937,[-2.00014241  2.        ],200,200,/home/582/ow6835/MOOP/Result/VU2/NSGA2_VU2_2/VU2_NSGA2_Iteration-100_Obj-2_Var-2.1d8029a5-d7d1-47dd-ae97-a4b560e642a4,/home/582/ow6835/MOOP/Result/Images/VU2/NSGA2_VU2Var-2/VU2_NSGA2_Iteration-100_Obj-2_Var-2_Pop_size200
44,VU1,AGNOMEN,1000,100000,2,2,[-3. -3.],[3. 3.],35.29942464828491,[ 0.99999992 37.        ],100,40,/home/582/ow6835/MOOP/Result/VU1/AGNOMEN_VU1_2/VU1_AGNOMEN_Iteration-1000_Obj-2_Var-2.1d1e949a-25d1-4c01-8bd3-b5760e60e4e1,/home/582/ow6835/MOOP/Result/Images/VU1/AGNOMEN_VU1Var-2/VU1_AGNOMEN_Iteration-1000_Obj-2_Var-2_Pop_size40
45,VU1,AGNOMEN,1000,100000,2,2,[-3. -3.],[3. 3.],35.65079927444458,[ 0.99999992 37.        ],100,100,/home/582/ow6835/MOOP/Result/VU1/AGNOMEN_VU1_2/VU1_AGNOMEN_Iteration-1000_Obj-2_Var-2.7262202d-94dd-4ad3-b8dd-bcc536437aed,/home/582/ow6835/MOOP/Result/Images/VU1/AGNOMEN_VU1Var-2/VU1_AGNOMEN_Iteration-1000_Obj-2_Var-2_Pop_size100
46,VU1,AGNOMEN,1000,100000,2,2,[-3. -3.],[3. 3.],36.03327488899231,[ 0.99999992 37.        ],100,200,/home/582/ow6835/MOOP/Result/VU1/AGNOMEN_VU1_2/VU1_AGNOMEN_Iteration-1000_Obj-2_Var-2.30bce9ed-122e-4dfc-9cad-9ab2925fd76d,/home/582/ow6835/MOOP/Result/Images/VU1/AGNOMEN_VU1Var-2/VU1_AGNOMEN_Iteration-1000_Obj-2_Var-2_Pop_size200
47,VU2,NSGA2,200,20000,2,2,[-3. -3.],[3. 3.],1.8773751258850095,[-2.00031195  2.        ],100,100,/home/582/ow6835/MOOP/Result/VU2/NSGA2_VU2_2/VU2_NSGA2_Iteration-200_Obj-2_Var-2.36a9fb17-3a19-4fc4-8e68-5ae95ba3ae0c,/home/582/ow6835/MOOP/Result/Images/VU2/NSGA2_VU2Var-2/VU2_NSGA2_Iteration-200_Obj-2_Var-2_Pop_size100
48,VU2,NSGA2,1000,40000,2,2,[-3. -3.],[3. 3.],5.1007959842681885,[-2.00000692  2.        ],40,40,/home/582/ow6835/MOOP/Result/VU2/NSGA2_VU2_2/VU2_NSGA2_Iteration-1000_Obj-2_Var-2.5f5f1a52-d10d-4de2-8516-38396cdc3c2c,/home/582/ow6835/MOOP/Result/Images/VU2/NSGA2_VU2Var-2/VU2_NSGA2_Iteration-1000_Obj-2_Var-2_Pop_size40
49,VU2,NSGA2,500,20000,2,2,[-3. -3.],[3. 3.],2.4889261722564697,[-2.00003725  2.        ],40,40,/home/582/ow6835/MOOP/Result/VU2/NSGA2_VU2_2/VU2_NSGA2_Iteration-500_Obj-2_Var-2.82179e3a-474c-4d0e-a332-8f3924ba9cf8,/home/582/ow6835/MOOP/Result/Images/VU2/NSGA2_VU2Var-2/VU2_NSGA2_Iteration-500_Obj-2_Var-2_Pop_size40
50,VU2,NSGA2,200,40000,2,2,[-3. -3.],[3. 3.],3.814314842224121,[-1.99992287  2.        ],200,200,/home/582/ow6835/MOOP/Result/VU2/NSGA2_VU2_2/VU2_NSGA2_Iteration-200_Obj-2_Var-2.cf4ae6d2-1921-457c-840b-558b5b36ecb5,/home/582/ow6835/MOOP/Result/Images/VU2/NSGA2_VU2Var-2/VU2_NSGA2_Iteration-200_Obj-2_Var-2_Pop_size200
51,VU2,NSGA3,200,40000,2,2,[-3. -3.],[3. 3.],4.807178258895874,[-1.99177665  1.96379642],251,200,/home/582/ow6835/MOOP/Result/VU2/NSGA3_VU2_2/VU2_NSGA3_Iteration-200_Obj-2_Var-2.07b683a1-a912-4533-bb2f-26738b2bb5be,/home/582/ow6835/MOOP/Result/Images/VU2/NSGA3_VU2Var-2/VU2_NSGA3_Iteration-200_Obj-2_Var-2_Pop_size200
52,VU2,NSGA2,500,50000,2,2,[-3. -3.],[3. 3.],5.391005992889404,[-2.00015906  2.        ],100,100,/home/582/ow6835/MOOP/Result/VU2/NSGA2_VU2_2/VU2_NSGA2_Iteration-500_Obj-2_Var-2.1fda085e-49d3-496e-9a0c-cd033c4a8778,/home/582/ow6835/MOOP/Result/Images/VU2/NSGA2_VU2Var-2/VU2_NSGA2_Iteration-500_Obj-2_Var-2_Pop_size100
53,VU2,NSGA3,100,4000,2,2,[-3. -3.],[3. 3.],0.6173818111419678,[-2.56477732  1.87154474],61,40,/home/582/ow6835/MOOP/Result/VU2/NSGA3_VU2_2/VU2_NSGA3_Iteration-100_Obj-2_Var-2.34b4b139-9607-4688-a24d-b499cd46421d,/home/582/ow6835/MOOP/Result/Images/VU2/NSGA3_VU2Var-2/VU2_NSGA3_Iteration-100_Obj-2_Var-2_Pop_size40
54,VU2,NSGA3,200,8000,2,2,[-3. -3.],[3. 3.],1.2496750354766846,[-2.30021894  1.62098808],58,40,/home/582/ow6835/MOOP/Result/VU2/NSGA3_VU2_2/VU2_NSGA3_Iteration-200_Obj-2_Var-2.57bbe688-b628-4e84-9176-917b670c56a8,/home/582/ow6835/MOOP/Result/Images/VU2/NSGA3_VU2Var-2/VU2_NSGA3_Iteration-200_Obj-2_Var-2_Pop_size40
55,VU2,NSGA3,100,10000,2,2,[-3. -3.],[3. 3.],1.2452569007873535,[-1.95493864  1.99995512],128,100,/home/582/ow6835/MOOP/Result/VU2/NSGA3_VU2_2/VU2_NSGA3_Iteration-100_Obj-2_Var-2.d16bb587-66b6-4309-81d8-fdd82dd67afb,/home/582/ow6835/MOOP/Result/Images/VU2/NSGA3_VU2Var-2/VU2_NSGA3_Iteration-100_Obj-2_Var-2_Pop_size100
56,VU2,NSGA2,1000,100000,2,2,[-3. -3.],[3. 3.],10.45125126838684,[-2.00013121  2.        ],100,100,/home/582/ow6835/MOOP/Result/VU2/NSGA2_VU2_2/VU2_NSGA2_Iteration-1000_Obj-2_Var-2.4128f97a-fa79-4fee-b43d-c7d57971863f,/home/582/ow6835/MOOP/Result/Images/VU2/NSGA2_VU2Var-2/VU2_NSGA2_Iteration-1000_Obj-2_Var-2_Pop_size100
57,VU2,NSGA3,100,20000,2,2,[-3. -3.],[3. 3.],2.467027187347412,[-2.17105302  1.99772694],261,200,/home/582/ow6835/MOOP/Result/VU2/NSGA3_VU2_2/VU2_NSGA3_Iteration-100_Obj-2_Var-2.93f0983e-375f-4442-b913-4ee467283539,/home/582/ow6835/MOOP/Result/Images/VU2/NSGA3_VU2Var-2/VU2_NSGA3_Iteration-100_Obj-2_Var-2_Pop_size200
58,VU2,NSGA3,200,20000,2,2,[-3. -3.],[3. 3.],2.613256931304932,[-2.05271157  1.96999089],144,100,/home/582/ow6835/MOOP/Result/VU2/NSGA3_VU2_2/VU2_NSGA3_Iteration-200_Obj-2_Var-2.9b656968-b8e0-40e9-8097-134b037025c4,/home/582/ow6835/MOOP/Result/Images/VU2/NSGA3_VU2Var-2/VU2_NSGA3_Iteration-200_Obj-2_Var-2_Pop_size100
59,VU1,RNSGA2,500,100000,2,2,[-3. -3.],[3. 3.],24.058080911636356,[0.99999504 4.74888943],200,200,/home/582/ow6835/MOOP/Result/VU1/RNSGA2_VU1_2/VU1_RNSGA2_Iteration-500_Obj-2_Var-2.e4022a2c-79e0-4bff-9afc-d701f2f5b793,/home/582/ow6835/MOOP/Result/Images/VU1/RNSGA2_VU1Var-2/VU1_RNSGA2_Iteration-500_Obj-2_Var-2_Pop_size200
