7.248305844877927839e+00,1.469424404541226137e+00
4.447261673685937389e+00,5.434117351353680903e+00
8.330417427238087313e+00,2.309718020674161210e+00
3.422816923745807038e+00,1.764084500570582748e+00
2.556432116001483124e+00,4.809043232108592747e+00
8.958261528883461722e+00,1.122393782640151771e+00
1.458278241695973421e+00,3.604500997979262600e+00
4.494007893535590270e+00,2.982496161204572616e+00
1.410256171217533883e+00,4.698563287434289748e+00
7.641484923953446362e+00,1.917917893857330247e+00
3.328476715754908888e+00,3.856755803243346215e+00
6.014658030304536496e+00,5.338608011125047348e+00
6.643174968578951400e+00,1.958159290990411971e+00
7.933467580815320552e+00,3.602440241186841252e+00
5.263368809926061154e+00,4.188944720253197751e+00
7.114286581088251182e+00,1.381112480411259114e+00
1.982617112115142355e+00,4.150158979448466567e+00
6.398574514267600932e+00,3.746348388584408440e+00
8.995264369043404429e+00,1.238077305974558673e+00
5.069044422710301312e+00,6.012457388145081794e+00
1.842731509479316188e+00,6.021845534808924150e+00
3.898442393966770503e+00,4.866654535656993907e+00
7.972239555372493847e+00,1.431194491525362045e+00
6.134093690208016092e+00,5.368428689838741441e+00
1.855867215953224125e+00,2.774710013318088642e+00
5.070853526531346134e+00,4.510241565893262639e+00
7.708109420815798529e+00,9.743085047364258289e-01
5.724374559289434394e+00,4.591432159854574202e+00
4.437589461646192390e+00,3.437361857858396874e+00
7.043823248089752020e+00,4.889579434526342361e+00
2.206056397473584063e+00,6.222771121250432635e+00
7.299566295557964324e+00,2.807340563113657872e+00
7.115814572682380046e+00,7.427819957172334675e-01
3.496271246847551417e+00,4.969473070596412079e+00
3.691913708687065032e+00,1.983647850564928206e+00
8.490500679901490599e+00,3.091850262837747998e+00
5.646715289654557601e+00,4.915475003364464079e+00
1.477006275305650540e+00,4.343150990187303329e+00
5.788049620173671528e+00,1.586602667438347991e+00
6.588189368227268083e+00,3.736090938172031084e+00
4.327143295735671025e+00,5.744224221855890988e+00
6.397844115554793376e+00,2.395513620135990340e+00
3.716866436863964118e+00,6.414934409110099267e+00
5.192702712988095826e+00,1.984871649531241067e+00
2.163895936183508617e+00,5.294116630338335128e+00
5.942748563966454789e+00,2.494345423455221589e+00
